0043.jpg,18,129,55,129,55,153,18,153,The
0043.jpg,56,130,104,130,104,154,56,154,Duck
0043.jpg,105,131,146,131,146,154,105,154,who
0043.jpg,10,150,66,150,66,171,10,171,Came
#0043.jpg,64,151,86,151,86,172,64,172,to
0043.jpg,87,151,151,151,151,170,87,170,Dinner
0043.jpg,14,171,48,171,48,191,14,191,plus
0043.jpg,12,184,63,184,63,207,12,207,Bearly
#0043.jpg,64,189,77,189,77,208,64,208,a
0043.jpg,79,181,173,181,173,209,79,209,Bodyguard
0043.jpg,247,62,267,62,267,105,247,105,The
0043.jpg,248,102,269,102,269,153,248,153,Duck
0043.jpg,247,153,267,153,267,195,247,195,who
0043.jpg,227,55,246,55,246,113,227,113,Came
#0043.jpg,229,110,247,110,247,133,229,133,to
0043.jpg,228,133,250,133,250,203,228,203,Dinner
0043.jpg,290,36,488,36,488,120,290,120,Kissyfur
0043.jpg,231,359,268,359,268,377,231,377,VHS
#0043.jpg,445,3,457,3,457,17,445,17,AS
0043.jpg,459,13,477,31,469,37,454,22,SEEN
#0043.jpg,476,32,488,42,481,48,470,40,ON
#0043.jpg,487,42,481,49,490,57,496,51,TV
0043.jpg,327,125,363,125,363,143,327,143,The
0043.jpg,365,124,411,124,411,143,365,143,Duck
0043.jpg,413,126,454,126,454,143,413,143,who
0043.jpg,318,143,372,143,372,162,318,162,Came
#0043.jpg,373,144,392,144,392,160,373,160,to
0043.jpg,393,142,456,142,456,162,393,162,Dinner
0026.jpg,70,45,217,45,217,75,70,75,SpongeBob
0026.jpg,76,77,208,77,208,105,76,105,SQUAREPaNts
0026.jpg,6,125,208,120,208,152,5,164,NAUTICAL
0026.jpg,43,157,266,153,265,187,38,192,NONSENSE
0026.jpg,39,428,76,428,76,449,39,449,SEA
0026.jpg,81,428,164,428,164,449,81,449,WORTHY
0026.jpg,169,425,251,425,251,450,169,450,STORIES
0026.jpg,22,15,78,15,78,28,22,28,NICKELODEON
0005.jpg,17,56,112,56,112,103,17,103,CLIFF
0005.jpg,112,55,268,55,268,108,112,108,RICHARD
0005.jpg,8,112,52,112,52,142,8,142,The
0005.jpg,55,99,127,99,127,153,55,153,Video
0005.jpg,129,116,276,116,276,138,129,138,connection
0005.jpg,291,21,301,21,301,86,291,86,videolog
0018.jpg,29,67,143,67,143,110,29,110,SCOOBY
0018.jpg,150,55,230,55,230,111,150,111,DOO
0018.jpg,170,121,196,121,196,143,170,143,The
0018.jpg,198,120,237,120,237,142,198,142,Movie
0018.jpg,101,398,164,398,164,440,101,440,LIVE
0018.jpg,69,415,102,415,102,436,69,436,HES
0018.jpg,167,410,194,410,194,435,167,435,AND
0018.jpg,57,437,208,437,208,472,57,472,UNLEASHED
0092.jpg,37,171,157,171,157,271,37,271,Han
0092.jpg,152,124,263,124,263,237,152,237,Partridge
0092.jpg,5,340,73,340,73,366,5,366,Steve
0092.jpg,2,363,96,363,96,399,2,399,Coogan
#0092.jpg,2,37,151,37,151,83,2,83,ME
0092.jpg,0,20,153,20,153,43,0,43,KNOWING
0092.jpg,3,79,156,79,156,96,3,96,KNOWING
0092.jpg,201,5,255,5,255,27,201,27,BBC
0092.jpg,273,21,286,21,286,85,273,85,videolog
0092.jpg,1,103,3,281,268,171,260,73,yule
0092.jpg,5,325,54,325,54,343,5,343,STARRING
0001.jpg,14,5,124,5,124,33,14,33,NONSTOP
0001.jpg,128,7,203,7,203,32,128,32,ACTION
0001.jpg,54,30,152,30,152,56,54,56,FEATURING
0001.jpg,83,128,129,128,129,143,83,143,PLUS
0001.jpg,317,13,380,13,380,34,317,34,FRIEND
0001.jpg,400,14,463,14,463,31,400,31,FRIEND
0001.jpg,346,31,380,31,380,47,346,47,FOE
0001.jpg,403,30,434,30,434,47,403,47,FOE
0001.jpg,332,49,452,49,452,70,332,70,ROYAL
0001.jpg,285,46,492,46,492,106,285,106,RUMBLE
0001.jpg,337,103,447,103,447,175,337,175,1991
0001.jpg,233,361,264,361,264,378,233,378,VHS
0075.jpg,143,41,168,41,168,60,143,60,The
0075.jpg,167,44,216,44,216,64,167,64,Complete
0075.jpg,137,60,178,60,178,84,137,84,Royle
0075.jpg,179,60,220,60,220,84,179,84,Family
0021.jpg,12,25,272,25,272,93,12,93,Portman
0021.jpg,73,91,183,91,183,149,73,149,Pat
0021.jpg,288,19,302,19,302,84,288,84,videolog
0064.jpg,296,48,358,48,358,84,296,84,live
0064.jpg,407,48,484,48,484,84,407,84,wild
0064.jpg,325,345,361,345,361,373,325,373,Live
#0064.jpg,368,350,389,350,389,371,368,371,on
0064.jpg,392,344,442,344,442,377,392,377,Stage
0085.jpg,29,58,154,58,154,106,29,106,Cinderella
0037.jpg,24,21,221,21,221,82,24,82,PINGU
0037.jpg,35,83,122,83,122,110,35,110,PINGU
0037.jpg,126,84,179,84,179,111,126,111,THE
0037.jpg,181,83,254,83,254,109,181,109,CHEF
0037.jpg,44,422,98,422,98,446,44,446,Invable
0037.jpg,95,424,130,424,130,444,95,444,little
0037.jpg,130,426,184,426,184,445,130,445,penguin
0037.jpg,136,446,204,446,204,463,136,463,escapades
0037.jpg,81,446,133,446,133,466,81,466,exciting
0037.jpg,288,20,300,20,300,84,288,84,videolog
0037.jpg,235,6,275,6,275,17,235,17,BBC
0084.jpg,17,56,76,56,76,119,17,119,THE
0084.jpg,83,57,282,57,282,128,83,128,INCREDIBLES
0084.jpg,165,50,204,50,204,63,165,63,PIXAR
0084.jpg,23,12,62,12,62,27,23,27,FROM
0084.jpg,66,10,91,10,91,27,66,27,THE
0084.jpg,95,10,159,10,159,26,95,26,CREATORS
0084.jpg,184,14,240,14,240,26,184,26,FINDING
0084.jpg,243,12,284,12,284,28,243,28,NEMO
0070.jpg,277,7,364,7,364,55,277,55,JILLY
0070.jpg,368,3,496,3,496,56,368,56,COOPER
0070.jpg,290,50,327,50,327,77,290,77,THE
0070.jpg,329,50,375,50,375,80,329,80,MAN
0070.jpg,378,50,427,50,427,77,378,77,WHO
0070.jpg,429,51,488,51,488,76,429,76,MADE
0070.jpg,297,76,397,76,397,101,297,101,HUSBANDS
0070.jpg,397,77,483,77,483,103,397,103,JEALOUS
0070.jpg,244,111,272,111,272,162,244,162,JILLY
0070.jpg,246,162,272,162,272,235,246,235,COOPER
0015.jpg,87,370,122,370,122,396,87,396,THE
0015.jpg,233,377,49,390,60,465,230,442,GRINCH
0015.jpg,38,12,95,12,95,36,38,36,JIM
0015.jpg,113,10,236,10,236,39,113,39,CARREY
0025.jpg,251,117,270,117,270,294,251,294,SCANDAL
#0025.jpg,239,118,250,118,250,143,239,143,IN
0025.jpg,235,162,252,162,252,232,235,232,SMALL
0025.jpg,238,235,251,235,251,297,238,297,TOWN
0025.jpg,285,272,495,244,496,268,285,292,SCANDAL
0025.jpg,338,285,423,275,423,290,338,299,SMALL
0025.jpg,425,274,426,289,496,280,496,264,TOWN
0071.jpg,35,43,234,43,234,115,35,115,colours
0071.jpg,73,21,127,21,127,43,73,43,FUN
0071.jpg,130,19,197,19,197,43,130,43,WITH
0071.jpg,79,6,97,6,97,19,79,19,FOR
0071.jpg,97,5,148,5,148,20,97,20,PRESCHOOL
0071.jpg,150,6,193,6,193,18,150,18,CHILDREN
0071.jpg,78,207,151,223,137,264,64,243,Red
0071.jpg,168,265,269,244,272,288,181,312,yellow
0071.jpg,119,370,223,343,232,375,128,407,Orange
0071.jpg,59,440,164,440,164,473,59,473,Brown
0071.jpg,279,19,293,19,293,87,279,87,videolog
0071.jpg,204,169,275,199,265,234,186,202,Blue
0071.jpg,1,110,87,110,87,150,1,150,Green
0044.jpg,34,51,126,51,126,99,34,99,Song
0044.jpg,167,47,231,47,231,102,167,102,the
0044.jpg,76,97,189,97,189,143,76,143,South
0044.jpg,85,0,196,0,196,32,85,32,WALTDISNEY
0044.jpg,97,25,178,25,178,44,97,44,classics
0013.jpg,83,355,182,355,182,374,83,374,TOMB
0013.jpg,35,374,233,374,233,425,35,425,RAIDER
0045.jpg,8,10,106,10,106,53,8,53,FIELD
0045.jpg,141,11,267,11,267,51,141,51,DREAMS
0045.jpg,210,454,275,454,275,466,210,466,UNIVERSAL
0045.jpg,12,403,109,403,109,423,12,423,KEVIN
0045.jpg,124,407,271,407,271,424,124,424,COSTNER
0099.jpg,33,87,131,87,131,159,33,159,SHOW
0099.jpg,135,78,230,78,230,153,135,153,BOAT
0099.jpg,142,21,269,21,269,52,142,52,GREATS
0099.jpg,6,57,139,31,131,2,2,22,MUSICAL
0034.jpg,13,23,169,23,169,75,13,75,LITTLE
0034.jpg,8,66,176,66,176,112,8,112,WOMEN
0034.jpg,137,389,171,389,171,405,137,405,story
0034.jpg,90,403,119,403,119,419,90,419,that
0034.jpg,141,403,171,403,171,418,141,418,lived
0034.jpg,134,420,170,420,170,437,134,437,hearts
0034.jpg,117,440,183,440,183,454,117,454,generations
0034.jpg,96,437,115,437,115,452,96,452,for
0034.jpg,110,423,132,423,132,435,110,435,our
0072.jpg,16,432,136,432,136,459,16,459,FANTASTIC
0072.jpg,138,431,260,431,260,459,138,459,FERNANDO
0072.jpg,38,121,131,121,131,142,38,142,Formula
0094.jpg,20,42,244,42,244,77,20,77,MOTORBIKES
0094.jpg,30,6,131,6,131,43,30,43,Classic
0094.jpg,136,4,244,4,244,41,136,41,British
0094.jpg,90,87,199,87,199,105,90,105,SUNBEAM
0094.jpg,84,382,180,382,180,401,84,401,TESTERS
0094.jpg,187,383,232,383,232,400,187,400,RUN
0094.jpg,43,440,92,440,92,458,43,458,through
0094.jpg,92,439,131,439,131,455,92,455,British
